Survived,ID
1.0,0
1.3509658454660212,1
1.1044823371073371,2
1.0115952380952382,3
1.0,4
1.0,5
1.0,6
1.0,7
1.3509658454660212,8
1.0515238095238093,9
1.1607444173911283,10
1.5328333333333333,11
1.0,12
1.1299237798627697,13
1.1278234038682842,14
1.0807946400303363,15
1.03,16
1.0,17
1.2439848329324759,18
1.2257936507936509,19
1.0967989458216487,20
1.0105952380952379,21
1.1166043853958458,22
1.0088684790332432,23
1.0650325002114345,24
0.9975,25
0.9925,26
1.0746918330358897,27
1.073297413546652,28
1.3478593583059528,29
0.8819252482721653,30
1.025845557421541,31
1.039348511777127,32
1.0616985067071534,33
1.0,34
0.998,35
0.6003769841269844,36
1.1444822655602995,37
1.0,38
1.0,39
1.0,40
1.0589820877351928,41
1.0955289355363047,42
1.240183711837193,43
1.4083977401129946,44
1.0233333333333332,45
1.5086842547049637,46
1.1466986346986348,47
1.3553015873015875,48
1.1418334553890348,49
1.4035667851240612,50
1.0775238095238096,51
1.0,52
1.0,53
2.6650429811930842,54
1.361285591859122,55
1.1106299728405442,56
1.174763795334672,57
2.3297166395695807,58
2.972367063492062,59
1.3006193728871744,60
1.0481153132458885,61
1.0,62
1.0,63
1.0,64
1.0,65
1.0898426632014215,66
1.0167647374364766,67
1.0144444444444445,68
1.0369560473672592,69
1.0675062088305796,70
1.6755436507936505,71
1.0,72
1.4860679531016396,73
1.0191684805140961,74
1.0203914141414143,75
1.0,76
1.0126059805140961,77
1.0305694341496943,78
1.0064772727272726,79
1.2415259822736606,80
1.2153717268249553,81
1.117744724230019,82
1.0,83
1.0701407100647076,84
1.0002926645668138,85
1.0494709347051632,86
1.1748463203463204,87
1.3547502647132135,88
1.2239933709071542,89
1.0,90
1.0011948051948052,91
1.1246884548188942,92
1.0,93
1.6931229603729598,94
1.0,95
1.0,96
1.057273764687857,97
1.038696846097333,98
1.7720831430760047,99
2.737610317122348,100
1.0541666666666665,101
1.0,102
1.070047619047619,103
1.0122727272727272,104
1.0,105
1.0,106
1.4534084386206565,107
1.0,108
1.0116666666666667,109
1.0,110
1.0,111
1.0,112
1.0,113
1.0,114
1.0,115
1.0,116
1.0,117
1.5036573481944224,118
1.0,119
1.0,120
1.0,121
1.0,122
1.0,123
1.1040444139194143,124
1.080525091265804,125
1.0,126
1.0047619047619047,127
1.19,128
1.0,129
1.0,130
0.9922531194295899,131
1.1510511155511154,132
2.5164377289377287,133
1.0,134
1.3213333333333332,135
1.0,136
1.0756043066410719,137
1.0,138
1.0,139
1.0,140
1.002,141
1.0,142
1.0,143
1.3221015651015648,144
1.3221015651015648,145
1.0,146
1.0,147
1.1187150072150076,148
1.1457615252394664,149
1.0,150
1.0,151
1.627714365699659,152
1.0,153
1.0,154
1.0,155
1.0,156
1.0035576923076923,157
1.0,158
1.0,159
